Orig GRP,ExamID,Mailing Round,CompID,Set Number,Number of knowns with sufficient reproducible detail for comparison,Examiner's Analysis,Score,Pair,AnalType,Gun_K1,Lot #_1,Gun_K2,Lot #_2,Gun_Q,Lot #_3,Bullet/Case,M_NM,Ber_NonBer,Gun_1,Gun_2,ExamID_2,ExamID_3,Round
Org-Grp-15,OG,A,Group 33,22,2,X-Did not provide answer,X-Did not provide answer,Z-G,New,Z,π 116_2016-06_35,Z,π 116_2016-06_35,G,π 78_2016-04_188,Bullet,NM,Beretta,Z,G,OG,A,1
Org-Grp-15,OG,A,Group 33,23,2,Inc-B,Non-Matched(gt) marked Inconclusive,X-E,New,X,π 154_2016-08_35,X,π 154_2016-08_35,E,π 78_2016-04_35,Bullet,NM,Beretta,X,E,OG,A,1
Org-Grp-15,OG,A,Group 33,24,2,Inc-A,Match(gt) marked Inconclusive,6-6,New,6,,6,,6,,Bullet,M,Non_Ber,6,6,OG,A,1
Org-Grp-15,OG,A,Group 33,25,2,Inc-B,Non-Matched(gt) marked Inconclusive,AA-H,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,H,π 165_2016-08_96,Bullet,NM,Beretta,AA,H,OG,A,1
Org-Grp-15,OG,A,Group 33,26,2,ID---provide basis,Correct-Match,4-4,New,4,,4,,4,,Bullet,M,Non_Ber,4,4,OG,A,1
Org-Grp-15,OG,A,Group 33,27,2,Inc-B,Non-Matched(gt) marked Inconclusive,C-K,New,C,π 02_2016-01_94,C,π 02_2016-01_94,K,π 75_2016-04_96,Bullet,NM,Beretta,C,K,OG,A,1
Org-Grp-15,OG,A,Group 33,28,2,ID---provide basis,Correct-Match,V-V,New,V,π 78_2016-04_35,V,π 78_2016-04_35,V,π 78_2016-04_35,Bullet,M,Beretta,V,V,OG,A,1
Org-Grp-15,OG,A,Group 33,29,2,ID---provide basis,Correct-Match,W-W,New,W,π 78_2016-04_35,W,π 78_2016-04_35,W,π 78_2016-04_35,Bullet,M,Beretta,W,W,OG,A,1
Org-Grp-15,OG,A,Group 33,30,2,Inc-B,Non-Matched(gt) marked Inconclusive,Y-F,New,Y,π 111_2014-06_21,Y,π 111_2014-06_21,F,π 78_2016-04_188,Bullet,NM,Beretta,Y,F,OG,A,1
Org-Grp-401,DZ,T,Group 331,16,2,Inc-A,Match(gt) marked Inconclusive,AA-AA,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,AA,π 02_2016-01_81,Bullet,M,Beretta,AA,AA,DZ,T,4
Org-Grp-401,DZ,T,Group 331,17,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,B-G,New,B,π 75_2016-04_96,B,π 75_2016-04_96,G,π 78_2016-04_188,Bullet,NM,Beretta,B,G,DZ,T,4
Org-Grp-401,DZ,T,Group 331,18,1,ID---provide basis,Correct-Match,Z-Z,New,Z,π 116_2016-06_119,Z,π 116_2016-06_119,Z,π 116_2016-06_119,Bullet,M,Beretta,Z,Z,DZ,T,4
Org-Grp-401,DZ,T,Group 331,19,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,C-H,New,C,π 02_2016-01_94,C,π 02_2016-01_94,H,π 154_2016-08_125,Bullet,NM,Beretta,C,H,DZ,T,4
Org-Grp-401,DZ,T,Group 331,20,2,ID---provide basis,Correct-Match,Y-Y,New,Y,π 111_2014-06_21,Y,π 111_2014-06_21,Y,π 111_2014-06_21,Bullet,M,Beretta,Y,Y,DZ,T,4
Org-Grp-401,DZ,T,Group 331,21,2,ID---provide basis,Correct-Match,A-A,New,A,π 154_2016-08_35,A,π 154_2016-08_35,A,π 154_2016-08_35,Bullet,M,Beretta,A,A,DZ,T,4
Org-Grp-401,DZ,T,Group 331,22,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,F-K,New,F,π 165_2016.08_91,F,π 165_2016.08_91,K,π 75_2016-04_96,Bullet,NM,Beretta,F,K,DZ,T,4
Org-Grp-401,DZ,T,Group 331,23,2,Inc-A,Match(gt) marked Inconclusive,X-X,New,X,π 154_2016-08_35,X,π 154_2016-08_35,X,π 154_2016-08_35,Bullet,M,Beretta,X,X,DZ,T,4
Org-Grp-401,DZ,T,Group 331,24,1,Inc-B,Non-Matched(gt) marked Inconclusive,1-5,New,1,,1,,5,,Bullet,NM,Non_Ber,1,5,DZ,T,4
Org-Grp-401,DZ,T,Group 331,25,0,Inc-B,Non-Matched(gt) marked Inconclusive,3-7,New,3,,3,,7,,Bullet,NM,Non_Ber,3,7,DZ,T,4
Org-Grp-401,DZ,T,Group 331,26,0,Inc-B,Non-Matched(gt) marked Inconclusive,4-8,New,4,,4,,8,,Bullet,NM,Non_Ber,4,8,DZ,T,4
Org-Grp-401,DZ,T,Group 331,27,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,D-I,New,D,π 78_2016-04_35,D,π 78_2016-04_35,I,π 78_2016-04_35,Bullet,NM,Beretta,D,I,DZ,T,4
Org-Grp-401,DZ,T,Group 331,28,0,Inc-B,Match(gt) marked Inconclusive,11-11,New,11,,11,,11,,Bullet,M,Non_Ber,11,11,DZ,T,4
Org-Grp-401,DZ,T,Group 331,29,1,Inc-A,Non-Matched(gt) marked Inconclusive,E-J,New,E,π 78_2016-04_35,E,π 78_2016-04_35,J,π 154_2016-08_125,Bullet,NM,Beretta,E,J,DZ,T,4
Org-Grp-401,DZ,T,Group 331,30,0,Inc-B,Non-Matched(gt) marked Inconclusive,2-6,New,2,,2,,6,,Bullet,NM,Non_Ber,2,6,DZ,T,4
Org-Grp-344,VH,M,Group 338,16,2,ID---provide basis,Correct-Match,A-A,New,A,π 154_2016-08_35,A,π 154_2016-08_35,A,π 154_2016-08_35,Bullet,M,Beretta,A,A,VH,M,3
Org-Grp-344,VH,M,Group 338,17,2,ID---provide basis,Correct-Match,5-5,New,5,,5,,5,,Bullet,M,Non_Ber,5,5,VH,M,3
Org-Grp-344,VH,M,Group 338,18,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,C-K,New,C,π 02_2016-01_94,C,π 02_2016-01_94,K,π 75_2016-04_96,Bullet,NM,Beretta,C,K,VH,M,3
Org-Grp-344,VH,M,Group 338,19,2,ID---provide basis,Correct-Match,AA-AA,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,AA,π 02_2016-01_81,Bullet,M,Beretta,AA,AA,VH,M,3
Org-Grp-344,VH,M,Group 338,20,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,I-Q,New,I,π 78_2016-04_35,I,π 78_2016-04_35,Q,π 116_2016-06_179,Bullet,NM,Beretta,I,Q,VH,M,3
Org-Grp-344,VH,M,Group 338,21,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,D-L,New,D,π 78_2016-04_35,D,π 78_2016-04_35,L,π 75_2016-04_96,Bullet,NM,Beretta,D,L,VH,M,3
Org-Grp-344,VH,M,Group 338,22,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,G-O,New,G,π 78_2016-04_188,G,π 78_2016-04_188,O,π 116_2016-06_125,Bullet,NM,Beretta,G,O,VH,M,3
Org-Grp-344,VH,M,Group 338,23,2,ID---provide basis,Correct-Match,6-6,New,6,,6,,6,,Bullet,M,Non_Ber,6,6,VH,M,3
Org-Grp-344,VH,M,Group 338,24,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,B-J,New,B,π 75_2016-04_96,B,π 75_2016-04_96,J,π 154_2016-08_125,Bullet,NM,Beretta,B,J,VH,M,3
Org-Grp-344,VH,M,Group 338,25,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,H-P,New,H,π 02_2016-01_94,H,π 02_2016-01_94,P,π 154_2016-08_96,Bullet,NM,Beretta,H,P,VH,M,3
Org-Grp-344,VH,M,Group 338,26,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,F-N,New,F,π 78_2016-04_188,F,π 78_2016-04_188,N,π 78_2016-04_35,Bullet,NM,Beretta,F,N,VH,M,3
Org-Grp-344,VH,M,Group 338,27,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,8-10,New,8,,8,,10,,Bullet,NM,Non_Ber,8,10,VH,M,3
Org-Grp-344,VH,M,Group 338,28,2,ID---provide basis,Correct-Match,7-7,New,7,,7,,7,,Bullet,M,Non_Ber,7,7,VH,M,3
Org-Grp-344,VH,M,Group 338,29,1,Inc-C,Non-Matched(gt) marked Inconclusive,9-11,New,9,,9,,11,,Bullet,NM,Non_Ber,9,11,VH,M,3
Org-Grp-344,VH,M,Group 338,30,2,Inc-A,Non-Matched(gt) marked Inconclusive,E-M,New,E,π 78_2016-04_35,E,π 78_2016-04_35,M,π 78_2016-04_35,Bullet,NM,Beretta,E,M,VH,M,3
Org-Grp-359,UO,K,Group 339,16,2,Inc-A,Non-Matched(gt) marked Inconclusive,W-C,New,W,π 78_2016-04_35,W,π 78_2016-04_35,C,π 02_2016-01_94,Bullet,NM,Beretta,W,C,UO,K,3
Org-Grp-359,UO,K,Group 339,17,2,ID---provide basis,Correct-Match,P-P,New,P,π 154_2016-08_96,P,π 154_2016-08_96,P,π 154_2016-08_96,Bullet,M,Beretta,P,P,UO,K,3
Org-Grp-359,UO,K,Group 339,18,2,Inc-B,Non-Matched(gt) marked Inconclusive,10-11,New,10,,10,,11,,Bullet,NM,Non_Ber,10,11,UO,K,3
Org-Grp-359,UO,K,Group 339,19,2,Inc-B,Non-Matched(gt) marked Inconclusive,V-B,New,V,π 78_2016-04_35,V,π 78_2016-04_35,B,π 75_2016-04_96,Bullet,NM,Beretta,V,B,UO,K,3
Org-Grp-359,UO,K,Group 339,20,2,ID---provide basis,Correct-Match,O-O,New,O,π 116_2016-06_125,O,π 116_2016-06_125,O,π 116_2016-06_125,Bullet,M,Beretta,O,O,UO,K,3
Org-Grp-359,UO,K,Group 339,21,2,ID---provide basis,Correct-Match,N-N,New,N,π 78_2016-04_35,N,π 78_2016-04_35,N,π 78_2016-04_35,Bullet,M,Beretta,N,N,UO,K,3
Org-Grp-359,UO,K,Group 339,22,2,Inc-A,Non-Matched(gt) marked Inconclusive,Q-X,New,Q,π 116_2016-06_179,Q,π 116_2016-06_179,X,π 154_2016-08_35,Bullet,NM,Beretta,Q,X,UO,K,3
Org-Grp-359,UO,K,Group 339,23,2,Inc-A,Non-Matched(gt) marked Inconclusive,S-Z,New,S,π 154_2016-08_35,S,π 154_2016-08_35,Z,π 116_2016-06_119,Bullet,NM,Beretta,S,Z,UO,K,3
Org-Grp-359,UO,K,Group 339,24,2,Inc-C,Non-Matched(gt) marked Inconclusive,U-A,New,U,π 116_2016-06_179,U,π 116_2016-06_179,A,π 154_2016-08_35,Bullet,NM,Beretta,U,A,UO,K,3
Org-Grp-359,UO,K,Group 339,25,1,ID---provide basis,Correct-Match,7-7,New,7,,7,,7,,Bullet,M,Non_Ber,7,7,UO,K,3
Org-Grp-359,UO,K,Group 339,26,1,Inc-B,Non-Matched(gt) marked Inconclusive,T-AA,New,T,π 78_2016-04_35,T,π 78_2016-04_35,AA,π 02_2016-01_81,Bullet,NM,Beretta,T,AA,UO,K,3
Org-Grp-359,UO,K,Group 339,27,1,ID---provide basis,Correct-Match,8-8,New,8,,8,,8,,Bullet,M,Non_Ber,8,8,UO,K,3
Org-Grp-359,UO,K,Group 339,28,2,Inc-A,Non-Matched(gt) marked Inconclusive,R-Y,New,R,π 78_2016-04_35,R,π 78_2016-04_35,Y,π 111_2014-06_21,Bullet,NM,Beretta,R,Y,UO,K,3
Org-Grp-359,UO,K,Group 339,29,1,Inc-C,Match(gt) marked Inconclusive,6-6,New,6,,6,,6,,Bullet,M,Non_Ber,6,6,UO,K,3
Org-Grp-359,UO,K,Group 339,30,1,Inc-A,Match(gt) marked Inconclusive,9-9,New,9,,9,,9,,Bullet,M,Non_Ber,9,9,UO,K,3
Org-Grp-50,YI,E,Group 34,16,2,Inc-C,Non-Matched(gt) marked Inconclusive,D-M,New,D,π 78_2016-04_35,D,π 78_2016-04_35,M,π 78_2016-04_35,Bullet,NM,Beretta,D,M,YI,E,1
Org-Grp-50,YI,E,Group 34,17,2,ID---provide basis,Correct-Match,V-V,New,V,π 78_2016-04_35,V,π 78_2016-04_35,V,π 78_2016-04_35,Bullet,M,Beretta,V,V,YI,E,1
Org-Grp-50,YI,E,Group 34,18,2,Inc-C,Non-Matched(gt) marked Inconclusive,A-J,New,A,π 154_2016-08_35,A,π 154_2016-08_35,J,π 154_2016-08_125,Bullet,NM,Beretta,A,J,YI,E,1
Org-Grp-50,YI,E,Group 34,19,2,ID---provide basis,Correct-Match,9-9,New,9,,9,,9,,Bullet,M,Non_Ber,9,9,YI,E,1
Org-Grp-50,YI,E,Group 34,20,2,ID---provide basis,Correct-Match,8-8,New,8,,8,,8,,Bullet,M,Non_Ber,8,8,YI,E,1
Org-Grp-50,YI,E,Group 34,21,2,Inc-C,Non-Matched(gt) marked Inconclusive,B-K,New,B,π 75_2016-04_96,B,π 75_2016-04_96,K,π 75_2016-04_96,Bullet,NM,Beretta,B,K,YI,E,1
Org-Grp-50,YI,E,Group 34,22,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,11-3,New,11,,11,,3,,Bullet,NM,Non_Ber,11,3,YI,E,1
Org-Grp-50,YI,E,Group 34,23,2,Inc-C,Non-Matched(gt) marked Inconclusive,W-E,New,W,π 78_2016-04_35,W,π 78_2016-04_35,E,π 78_2016-04_35,Bullet,NM,Beretta,W,E,YI,E,1
Org-Grp-50,YI,E,Group 34,24,2,Inc-B,Non-Matched(gt) marked Inconclusive,10-2,New,10,,10,,2,,Bullet,NM,Non_Ber,10,2,YI,E,1
Org-Grp-50,YI,E,Group 34,25,2,Inc-B,Non-Matched(gt) marked Inconclusive,1-4,New,1,,1,,4,,Bullet,NM,Non_Ber,1,4,YI,E,1
Org-Grp-50,YI,E,Group 34,26,2,Inc-B,Non-Matched(gt) marked Inconclusive,AA-I,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,I,π 78_2016-04_35,Bullet,NM,Beretta,AA,I,YI,E,1
Org-Grp-50,YI,E,Group 34,27,2,Inc-B,Non-Matched(gt) marked Inconclusive,C-L,New,C,π 02_2016-01_94,C,π 02_2016-01_94,L,π 75_2016-04_96,Bullet,NM,Beretta,C,L,YI,E,1
Org-Grp-50,YI,E,Group 34,28,2,Inc-B,Non-Matched(gt) marked Inconclusive,Y-G,New,Y,π 111_2014-06_21,Y,π 111_2014-06_21,G,π 78_2016-04_188,Bullet,NM,Beretta,Y,G,YI,E,1
Org-Grp-50,YI,E,Group 34,29,2,Inc-C,Non-Matched(gt) marked Inconclusive,Z-H,New,Z,π 116_2016-06_119,Z,π 116_2016-06_119,H,π 165_2016-08_96,Bullet,NM,Beretta,Z,H,YI,E,1
Org-Grp-50,YI,E,Group 34,30,2,Inc-B,Non-Matched(gt) marked Inconclusive,X-F,New,X,π 154_2016-08_35,X,π 154_2016-08_35,F,π 78_2016-04_188,Bullet,NM,Beretta,X,F,YI,E,1
Org-Grp-351,HH,L,Group 344,16,2,ID---provide basis,Correct-Match,O-O,New,O,π 116_2016-06_125,O,π 116_2016-06_125,O,π 116_2016-06_125,Bullet,M,Beretta,O,O,HH,L,3
Org-Grp-351,HH,L,Group 344,17,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,11-4,New,11,,11,,4,,Bullet,NM,Non_Ber,11,4,HH,L,3
Org-Grp-351,HH,L,Group 344,18,2,Inc-C,Non-Matched(gt) marked Inconclusive,9-2,New,9,,9,,2,,Bullet,NM,Non_Ber,9,2,HH,L,3
Org-Grp-351,HH,L,Group 344,19,2,ID---provide basis,Correct-Match,7-7,New,7,,7,,7,,Bullet,M,Non_Ber,7,7,HH,L,3
Org-Grp-351,HH,L,Group 344,20,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Q-V,New,Q,π 02_2016-01_90,Q,π 02_2016-01_90,V,π 78_2016-04_35,Bullet,NM,Beretta,Q,V,HH,L,3
Org-Grp-351,HH,L,Group 344,21,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,S-X,New,S,π 154_2016-08_125,S,π 154_2016-08_125,X,π 154_2016-08_35,Bullet,NM,Beretta,S,X,HH,L,3
Org-Grp-351,HH,L,Group 344,22,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,P-U,New,P,π 154_2016-08_96,P,π 154_2016-08_96,U,π 116_2016-06_179,Bullet,NM,Beretta,P,U,HH,L,3
Org-Grp-351,HH,L,Group 344,23,2,ID---provide basis,Correct-Match,N-N,New,N,π 78_2016-04_35,N,π 78_2016-04_35,N,π 78_2016-04_35,Bullet,M,Beretta,N,N,HH,L,3
Org-Grp-351,HH,L,Group 344,24,2,Inc-B,Non-Matched(gt) marked Inconclusive,8-1,New,8,,8,,1,,Bullet,NM,Non_Ber,8,1,HH,L,3
Org-Grp-351,HH,L,Group 344,25,2,Inc-C,Non-Matched(gt) marked Inconclusive,10-3,New,10,,10,,3,,Bullet,NM,Non_Ber,10,3,HH,L,3
Org-Grp-351,HH,L,Group 344,26,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,T-Y,New,T,π 78_2016-04_35,T,π 78_2016-04_35,Y,π 111_2014-06_21,Bullet,NM,Beretta,T,Y,HH,L,3
Org-Grp-351,HH,L,Group 344,27,2,ID---provide basis,Correct-Match,M-M,New,M,π 78_2016-04_35,M,π 78_2016-04_35,M,π 78_2016-04_35,Bullet,M,Beretta,M,M,HH,L,3
Org-Grp-351,HH,L,Group 344,28,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,R-W,New,R,π 78_2016-04_35,R,π 78_2016-04_35,W,π 78_2016-04_35,Bullet,NM,Beretta,R,W,HH,L,3
Org-Grp-351,HH,L,Group 344,29,2,ID---provide basis,Correct-Match,L-L,New,L,π 75_2016-04_96,L,π 75_2016-04_96,L,π 75_2016-04_96,Bullet,M,Beretta,L,L,HH,L,3
Org-Grp-351,HH,L,Group 344,30,2,ID---provide basis,Correct-Match,K-K,New,K,π 75_2016-04_96,K,π 75_2016-04_96,K,π 75_2016-04_96,Bullet,M,Beretta,K,K,HH,L,3
Org-Grp-310,JJ,L,Group 347,16,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,W-A,New,W,π 78_2016-04_35,W,π 78_2016-04_35,A,π 154_2016-08_35,Bullet,NM,Beretta,W,A,JJ,L,3
Org-Grp-310,JJ,L,Group 347,17,2,Inc-C,Match(gt) marked Inconclusive,8-8,New,8,,8,,8,,Bullet,M,Non_Ber,8,8,JJ,L,3
Org-Grp-310,JJ,L,Group 347,18,2,ID---provide basis,Correct-Match,T-T,New,T,π 78_2016-04_35,T,π 78_2016-04_35,T,π 78_2016-04_35,Bullet,M,Beretta,T,T,JJ,L,3
Org-Grp-310,JJ,L,Group 347,19,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Z-D,New,Z,π 116_2016-06_119,Z,π 116_2016-06_119,D,π 78_2016-04_35,Bullet,NM,Beretta,Z,D,JJ,L,3
Org-Grp-310,JJ,L,Group 347,20,2,ID---provide basis,Correct-Match,V-V,New,V,π 78_2016-04_35,V,π 78_2016-04_35,V,π 78_2016-04_35,Bullet,M,Beretta,V,V,JJ,L,3
Org-Grp-310,JJ,L,Group 347,21,2,ID---provide basis,Correct-Match,U-U,New,U,π 116_2016-06_179,U,π 116_2016-06_179,U,π 116_2016-06_179,Bullet,M,Beretta,U,U,JJ,L,3
Org-Grp-310,JJ,L,Group 347,22,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,X-B,New,X,π 154_2016-08_35,X,π 154_2016-08_35,B,π 75_2016-04_96,Bullet,NM,Beretta,X,B,JJ,L,3
Org-Grp-310,JJ,L,Group 347,23,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,AA-E,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,E,π 78_2016-04_35,Bullet,NM,Beretta,AA,E,JJ,L,3
Org-Grp-310,JJ,L,Group 347,24,2,ID---provide basis,Correct-Match,S-S,New,S,π 154_2016-08_125,S,π 154_2016-08_125,S,π 154_2016-08_125,Bullet,M,Beretta,S,S,JJ,L,3
Org-Grp-310,JJ,L,Group 347,25,2,ID---provide basis,Correct-Match,R-R,New,R,π 78_2016-04_35,R,π 78_2016-04_35,R,π 78_2016-04_35,Bullet,M,Beretta,R,R,JJ,L,3
Org-Grp-310,JJ,L,Group 347,26,2,Inc-C,Non-Matched(gt) marked Inconclusive,1-5,New,1,,1,,5,,Bullet,NM,Non_Ber,1,5,JJ,L,3
Org-Grp-310,JJ,L,Group 347,27,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,10-3,New,10,,10,,3,,Bullet,NM,Non_Ber,10,3,JJ,L,3
Org-Grp-310,JJ,L,Group 347,28,2,Inc-B,Non-Matched(gt) marked Inconclusive,9-2,New,9,,9,,2,,Bullet,NM,Non_Ber,9,2,JJ,L,3
Org-Grp-310,JJ,L,Group 347,29,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Y-C,New,Y,π 111_2014-06_21,Y,π 111_2014-06_21,C,π 02_2016-01_94,Bullet,NM,Beretta,Y,C,JJ,L,3
Org-Grp-310,JJ,L,Group 347,30,2,Inc-B,Non-Matched(gt) marked Inconclusive,11-4,New,11,,11,,4,,Bullet,NM,Non_Ber,11,4,JJ,L,3
Org-Grp-329,ZH,O,Group 348,16,2,Inc-C,Non-Matched(gt) marked Inconclusive,S-A,New,S,π 154_2016-08_125,S,π 154_2016-08_125,A,π 154_2016-08_35,Bullet,NM,Beretta,S,A,ZH,O,3
Org-Grp-329,ZH,O,Group 348,17,2,Inc-B,Non-Matched(gt) marked Inconclusive,11-3,New,11,,11,,3,,Bullet,NM,Non_Ber,11,3,ZH,O,3
Org-Grp-329,ZH,O,Group 348,18,2,Inc-C,Non-Matched(gt) marked Inconclusive,P-Y,New,P,π 154_2016-08_96,P,π 154_2016-08_96,Y,π 111_2014-06_21,Bullet,NM,Beretta,P,Y,ZH,O,3
Org-Grp-329,ZH,O,Group 348,19,2,Inc-C,Non-Matched(gt) marked Inconclusive,Q-Z,New,Q,π 116_2016-06_179,Q,π 116_2016-06_179,Z,π 116_2016-06_119,Bullet,NM,Beretta,Q,Z,ZH,O,3
Org-Grp-329,ZH,O,Group 348,20,2,Inc-A,Non-Matched(gt) marked Inconclusive,R-AA,New,R,π 78_2016-04_35,R,π 78_2016-04_35,AA,π 02_2016-01_81,Bullet,NM,Beretta,R,AA,ZH,O,3
Org-Grp-329,ZH,O,Group 348,21,2,ID---provide basis,Correct-Match,M-M,New,M,π 78_2016-04_35,M,π 78_2016-04_35,M,π 78_2016-04_35,Bullet,M,Beretta,M,M,ZH,O,3
Org-Grp-329,ZH,O,Group 348,22,1,ID---provide basis,Correct-Match,9-9,New,9,,9,,9,,Bullet,M,Non_Ber,9,9,ZH,O,3
Org-Grp-329,ZH,O,Group 348,23,2,Inc-A,Non-Matched(gt) marked Inconclusive,1-4,New,1,,1,,4,,Bullet,NM,Non_Ber,1,4,ZH,O,3
Org-Grp-329,ZH,O,Group 348,24,2,Inc-C,Non-Matched(gt) marked Inconclusive,V-D,New,V,π 78_2016-04_35,V,π 78_2016-04_35,D,π 78_2016-04_35,Bullet,NM,Beretta,V,D,ZH,O,3
Org-Grp-329,ZH,O,Group 348,25,2,Inc-B,Non-Matched(gt) marked Inconclusive,2-5,New,2,,2,,5,,Bullet,NM,Non_Ber,2,5,ZH,O,3
Org-Grp-329,ZH,O,Group 348,26,2,Inc-C,Non-Matched(gt) marked Inconclusive,N-W,New,N,π 78_2016-04_35,N,π 78_2016-04_35,W,π 78_2016-04_35,Bullet,NM,Beretta,N,W,ZH,O,3
Org-Grp-329,ZH,O,Group 348,27,2,Inc-C,Non-Matched(gt) marked Inconclusive,O-X,New,O,π 116_2016-06_125,O,π 116_2016-06_125,X,π 154_2016-08_35,Bullet,NM,Beretta,O,X,ZH,O,3
Org-Grp-329,ZH,O,Group 348,28,2,ID---provide basis,Correct-Match,10-10,New,10,,10,,10,,Bullet,M,Non_Ber,10,10,ZH,O,3
Org-Grp-329,ZH,O,Group 348,29,2,Inc-C,Non-Matched(gt) marked Inconclusive,T-B,New,T,π 78_2016-04_35,T,π 78_2016-04_35,B,π 75_2016-04_96,Bullet,NM,Beretta,T,B,ZH,O,3
Org-Grp-329,ZH,O,Group 348,30,2,Inc-C,Non-Matched(gt) marked Inconclusive,U-C,New,U,π 116_2016-06_179,U,π 116_2016-06_179,C,π 02_2016-01_94,Bullet,NM,Beretta,U,C,ZH,O,3
Org-Grp-320,UN,O,Group 349,16,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,B-H,New,B,π 75_2016-04_96,B,π 75_2016-04_96,H,π 116_2016-06_35,Bullet,NM,Beretta,B,H,UN,O,3
Org-Grp-320,UN,O,Group 349,17,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,E-K,New,E,π 78_2016-04_35,E,π 78_2016-04_35,K,π 75_2016-04_96,Bullet,NM,Beretta,E,K,UN,O,3
Org-Grp-320,UN,O,Group 349,18,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,3-8,New,3,,3,,8,,Bullet,NM,Non_Ber,3,8,UN,O,3
Org-Grp-320,UN,O,Group 349,19,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,G-M,New,G,π 78_2016-04_188,G,π 78_2016-04_188,M,π 78_2016-04_35,Bullet,NM,Beretta,G,M,UN,O,3
Org-Grp-320,UN,O,Group 349,20,2,Elim,Correct-NonMatch,D-J,New,D,π 78_2016-04_35,D,π 78_2016-04_35,J,π 154_2016-08_125,Bullet,NM,Beretta,D,J,UN,O,3
Org-Grp-320,UN,O,Group 349,21,0,Unsuitable-Lack of sufficent marks on KNOWN samples,Marked Unsuitable,2-7,New,2,,2,,7,,Bullet,NM,Non_Ber,2,7,UN,O,3
Org-Grp-320,UN,O,Group 349,22,2,ID---provide basis,Correct-Match,A-A,New,A,π 154_2016-08_35,A,π 154_2016-08_35,A,π 154_2016-08_35,Bullet,M,Beretta,A,A,UN,O,3
Org-Grp-320,UN,O,Group 349,23,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,C-I,New,C,π 02_2016-01_94,C,π 02_2016-01_94,I,π 78_2016-04_35,Bullet,NM,Beretta,C,I,UN,O,3
Org-Grp-320,UN,O,Group 349,24,2,ID---provide basis,Correct-Match,Z-Z,New,Z,π 116_2016-06_119,Z,π 116_2016-06_119,Z,π 116_2016-06_119,Bullet,M,Beretta,Z,Z,UN,O,3
Org-Grp-320,UN,O,Group 349,25,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,10-4,New,10,,10,,4,,Bullet,NM,Non_Ber,10,4,UN,O,3
Org-Grp-320,UN,O,Group 349,26,2,ID---provide basis,Incorrect-actually Non Match(gt),11-5,New,11,,11,,5,,Bullet,NM,Non_Ber,11,5,UN,O,3
Org-Grp-320,UN,O,Group 349,27,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,F-L,New,F,π 165_2016-08_96,F,π 165_2016-08_96,L,π 75_2016-04_96,Bullet,NM,Beretta,F,L,UN,O,3
Org-Grp-320,UN,O,Group 349,28,2,Elim-Using Difference in Individual Characteristics,Incorrect-actually Match(gt),AA-AA,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,AA,π 02_2016-01_81,Bullet,M,Beretta,AA,AA,UN,O,3
Org-Grp-320,UN,O,Group 349,29,2,ID---provide basis,Correct-Match,Y-Y,New,Y,π 111_2014-06_21,Y,π 111_2014-06_21,Y,π 111_2014-06_21,Bullet,M,Beretta,Y,Y,UN,O,3
Org-Grp-320,UN,O,Group 349,30,2,Inc-B,Non-Matched(gt) marked Inconclusive,1-6,New,1,,1,,6,,Bullet,NM,Non_Ber,1,6,UN,O,3
